DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
DB00118,Ademetionine,SmallMoleculeDrug,Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
DB00118,Ademetionine,SmallMoleculeDrug,Q9HBK9,Arsenite methyltransferase,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
DB00119,Pyruvic acid,SmallMoleculeDrug,P30613,Pyruvate kinase PKLR,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,P14618,Pyruvate kinase PKM,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,O15403,Monocarboxylate transporter 7,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,O15374,Monocarboxylate transporter 5,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial",CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,O95907,Monocarboxylate transporter 3,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,O15375,Monocarboxylate transporter 6,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,O60669,Monocarboxylate transporter 2,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,O15427,Monocarboxylate transporter 4,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1,CC(=O)C(=O)O
DB00119,Pyruvic acid,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial",CC(=O)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,O95363,"Phenylalanine--tRNA ligase, mitochondrial",N[C@@H](Cc1ccccc1)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,N[C@@H](Cc1ccccc1)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,N[C@@H](Cc1ccccc1)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase,N[C@@H](Cc1ccccc1)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase,N[C@@H](Cc1ccccc1)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase,N[C@@H](Cc1ccccc1)C(=O)O
DB00120,Phenylalanine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2,N[C@@H](Cc1ccccc1)C(=O)O
DB00121,Biotin,SmallMoleculeDrug,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,P50747,Biotin--protein ligase,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,O00763,Acetyl-CoA carboxylase 2,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial",O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00121,Biotin,SmallMoleculeDrug,Q13085,Acetyl-CoA carboxylase 1,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
DB00122,Choline,SmallMoleculeDrug,P22303,Acetylcholinesterase,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,Q9Y5K3,Choline-phosphate cytidylyltransferase B,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,P49585,Choline-phosphate cytidylyltransferase A,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,O14939,Phospholipase D2,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,P06276,Cholinesterase,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,Q13393,Phospholipase D1,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,C[N+](C)(C)CCO
DB00122,Choline,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7,C[N+](C)(C)CCO
DB00123,L-Lysine,SmallMoleculeDrug,O43246,Cationic amino acid transporter 4,NCCCC[C@H](N)C(=O)O
DB00123,L-Lysine,SmallMoleculeDrug,Q8WY07,Cationic amino acid transporter 3,NCCCC[C@H](N)C(=O)O
DB00123,L-Lysine,SmallMoleculeDrug,Q15046,Lysine--tRNA ligase,NCCCC[C@H](N)C(=O)O
DB00123,L-Lysine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1,NCCCC[C@H](N)C(=O)O
DB00123,L-Lysine,SmallMoleculeDrug,P52569,Cationic amino acid transporter 2,NCCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible",N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,O43246,Cationic amino acid transporter 4,N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,Q8WY07,Cationic amino acid transporter 3,N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1,N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial",N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,Q96A70,Antizyme inhibitor 2,N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,P04424,Argininosuccinate lyase,N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,P00966,Argininosuccinate synthase,N=C(N)NCCC[C@H](N)C(=O)O
DB00125,Arginine,SmallMoleculeDrug,P78540,"Arginase-2, mitochondrial",N=C(N)NCCC[C@H](N)C(=O)O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q54873,Hyaluronate lyase,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,P24300,Xylose isomerase,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,O14832,"Phytanoyl-CoA dioxygenase, peroxisomal",O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,O75936,Gamma-butyrobetaine dioxygenase,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,P09172,Dopamine beta-hydroxylase,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,P19021,Peptidyl-glycine alpha-amidating monooxygenase,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q32P28,Prolyl 3-hydroxylase 1,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q8IVL5,Prolyl 3-hydroxylase 2,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q8IVL6,Prolyl 3-hydroxylase 3,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,P13674,Prolyl 4-hydroxylase subunit alpha-1,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q8N543,Prolyl 3-hydroxylase OGFOD1,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q6NS38,DNA oxidative demethylase ALKBH2,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9BY66,Lysine-specific demethylase 5D,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9NXG6,Transmembrane prolyl 4-hydroxylase,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9GZT9,Egl nine homolog 1,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q96KS0,Egl nine homolog 2,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9H6Z9,Egl nine homolog 3,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
DB00127,Spermine,SmallMoleculeDrug,P52788,Spermine synthase,NCCCNCCCCNCCCN
DB00127,Spermine,SmallMoleculeDrug,Q9NWM0,Spermine oxidase,NCCCNCCCCNCCCN
DB00127,Spermine,SmallMoleculeDrug,P11926,Ornithine decarboxylase,NCCCNCCCCNCCCN
DB00127,Spermine,SmallMoleculeDrug,P41180,Extracellular calcium-sensing receptor,NCCCNCCCCNCCCN
DB00127,Spermine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,NCCCNCCCCNCCCN
DB00127,Spermine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,NCCCNCCCCNCCCN
DB00128,Aspartic acid,SmallMoleculeDrug,P45381,Aspartoacylase,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P08243,Asparagine synthetase [glutamine-hydrolyzing],N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,O75746,Calcium-binding mitochondrial carrier protein Aralar1,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P00505,"Aspartate aminotransferase, mitochondrial",N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q03154,Aminoacylase-1,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q12797,Aspartyl/asparaginyl beta-hydroxylase,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic",N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P00966,Argininosuccinate synthase,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P14868,"Aspartate--tRNA ligase, cytoplasmic",N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q5T6L4,"Argininosuccinate synthetase, isoform CRA_a",N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P43005,Excitatory amino acid transporter 3,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P22234,Multifunctional protein ADE2,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P30520,Adenylosuccinate synthetase isozyme 2,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q6PI48,"Aspartate--tRNA ligase, mitochondrial",N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q7L266,Isoaspartyl peptidase/L-asparaginase,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P07998,Ribonuclease pancreatic,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P61626,Lysozyme C,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,Q8N142,Adenylosuccinate synthetase isozyme 1,N[C@@H](CC(=O)O)C(=O)O
DB00128,Aspartic acid,SmallMoleculeDrug,P30520,Adenylosuccinate synthetase isozyme 2,N[C@@H](CC(=O)O)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P04181,"Ornithine aminotransferase, mitochondrial",NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P00480,"Ornithine carbamoyltransferase, mitochondrial",NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P05089,Arginase-1,NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P54368,Ornithine decarboxylase antizyme 1,NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P30825,High affinity cationic amino acid transporter 1,NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P52569,Cationic amino acid transporter 2,NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,Q9BXI2,Mitochondrial ornithine transporter 2,NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P78540,"Arginase-2, mitochondrial",NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,Q9Y619,Mitochondrial ornithine transporter 1,NCCC[C@H](N)C(=O)O
DB00129,Ornithine,SmallMoleculeDrug,P50440,"Glycine amidinotransferase, mitochondrial",NCCC[C@H](N)C(=O)O
DB00130,L-Glutamine,SmallMoleculeDrug,Q06203,Amidophosphoribosyltransferase,NC(=O)CC[C@H](N)C(=O)O
DB00130,L-Glutamine,SmallMoleculeDrug,P17812,CTP synthase 1,NC(=O)CC[C@H](N)C(=O)O
DB00130,L-Glutamine,SmallMoleculeDrug,P15104,Glutamine synthetase,NC(=O)CC[C@H](N)C(=O)O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9Y478,5'-AMP-activated protein kinase subunit beta-1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q08828,Adenylate cyclase type 1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P33121,Long-chain-fatty-acid--CoA ligase 1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P16220,Cyclic AMP-responsive element-binding protein 1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P49773,Histidine triad nucleotide-binding protein 1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P09467,"Fructose-1,6-bisphosphatase 1",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P55263,Adenosine kinase,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9Y478,5'-AMP-activated protein kinase subunit beta-1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,O43741,5'-AMP-activated protein kinase subunit beta-2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,P54619,5'-AMP-activated protein kinase subunit gamma-1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00131,Adenosine phosphate,SmallMoleculeDrug,Q9UGI9,5'-AMP-activated protein kinase subunit gamma-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,O60427,Fatty acid desaturase 1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,P32418,Sodium/calcium exchanger 1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q8NER1,Transient receptor potential cation channel subfamily V member 1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,O95864,Fatty acid desaturase 2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q96RI1,Bile acid receptor,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q03181,Peroxisome proliferator-activated receptor delta,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,P19793,Retinoic acid receptor RXR-alpha,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q9NXB9,Elongation of very long chain fatty acids protein 2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,Q9NYP7,Elongation of very long chain fatty acids protein 5,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
DB00133,Serine,SmallMoleculeDrug,P49591,"Serine--tRNA ligase, cytoplasmic",N[C@@H](CO)C(=O)O
DB00133,Serine,SmallMoleculeDrug,P20132,L-serine dehydratase/L-threonine deaminase,N[C@@H](CO)C(=O)O
DB00133,Serine,SmallMoleculeDrug,P21549,Serine--pyruvate aminotransferase,N[C@@H](CO)C(=O)O
DB00133,Serine,SmallMoleculeDrug,P35520,Cystathionine beta-synthase,N[C@@H](CO)C(=O)O
DB00133,Serine,SmallMoleculeDrug,Q9GZT4,Serine racemase,N[C@@H](CO)C(=O)O
DB00133,Serine,SmallMoleculeDrug,O15269,Serine palmitoyltransferase 1,N[C@@H](CO)C(=O)O
DB00133,Serine,SmallMoleculeDrug,O15270,Serine palmitoyltransferase 2,N[C@@H](CO)C(=O)O
DB00134,Methionine,SmallMoleculeDrug,Q99707,Methionine synthase,CSCC[C@H](N)C(=O)O
DB00134,Methionine,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase,CSCC[C@H](N)C(=O)O
DB00134,Methionine,SmallMoleculeDrug,Q93088,Betaine--homocysteine S-methyltransferase 1,CSCC[C@H](N)C(=O)O
DB00134,Methionine,SmallMoleculeDrug,P50579,Methionine aminopeptidase 2,CSCC[C@H](N)C(=O)O
DB00134,Methionine,SmallMoleculeDrug,Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,CSCC[C@H](N)C(=O)O
DB00135,Tyrosine,SmallMoleculeDrug,P54577,"Tyrosine--tRNA ligase, cytoplasmic",N[C@@H](Cc1ccc(O)cc1)C(=O)O
DB00135,Tyrosine,SmallMoleculeDrug,Q9Y2Z4,"Tyrosine--tRNA ligase, mitochondrial",N[C@@H](Cc1ccc(O)cc1)C(=O)O
DB00135,Tyrosine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase,N[C@@H](Cc1ccc(O)cc1)C(=O)O
DB00135,Tyrosine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase,N[C@@H](Cc1ccc(O)cc1)C(=O)O
DB00136,Calcitriol,SmallMoleculeDrug,P11473,Vitamin D3 receptor,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
DB00136,Calcitriol,SmallMoleculeDrug,P31260,Homeobox protein Hox-A10,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
DB00138,Cystine,SmallMoleculeDrug,Q9UPY5,Cystine/glutamate transporter,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
DB00138,Cystine,SmallMoleculeDrug,O60931,Cystinosin,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
DB00139,Succinic acid,SmallMoleculeDrug,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial",O=C(O)CCC(=O)O
DB00139,Succinic acid,SmallMoleculeDrug,Q9BXA5,Succinate receptor 1,O=C(O)CCC(=O)O
DB00140,Riboflavin,SmallMoleculeDrug,Q969G6,Riboflavin kinase,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
DB00140,Riboflavin,SmallMoleculeDrug,P0AFU8,Riboflavin synthase,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
DB00140,Riboflavin,SmallMoleculeDrug,P30043,Flavin reductase (NADPH),Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,P15291,"Beta-1,4-galactosyltransferase 1",CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,O60513,"Beta-1,4-galactosyltransferase 4",CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,Q9UJ70,N-acetyl-D-glucosamine kinase,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,P54802,Alpha-N-acetylglucosaminidase,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,P51606,N-acylglucosamine 2-epimerase,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00142,Glutamic acid,SmallMoleculeDrug,Q13255,Metabotropic glutamate receptor 1,N[C@@H](CCC(=O)O)C(=O)O
DB00142,Glutamic acid,SmallMoleculeDrug,Q14833,Metabotropic glutamate receptor 4,N[C@@H](CCC(=O)O)C(=O)O
DB00142,Glutamic acid,SmallMoleculeDrug,Q16099,"Glutamate receptor ionotropic, kainate 4",N[C@@H](CCC(=O)O)C(=O)O
DB00142,Glutamic acid,SmallMoleculeDrug,Q16478,"Glutamate receptor ionotropic, kainate 5",N[C@@H](CCC(=O)O)C(=O)O
DB00142,Glutamic acid,SmallMoleculeDrug,Q14831,Metabotropic glutamate receptor 7,N[C@@H](CCC(=O)O)C(=O)O
DB00142,Glutamic acid,SmallMoleculeDrug,O00222,Metabotropic glutamate receptor 8,N[C@@H](CCC(=O)O)C(=O)O
DB00142,Glutamic acid,SmallMoleculeDrug,O00341,Excitatory amino acid transporter 5,N[C@@H](CCC(=O)O)C(=O)O
